gid_0,outcome,predicted,predicted_error,date
PLW,mobile_men,0.805,0.092,2022-06
PHL,internet_fm_ratio,0.994,0.051,2022-06
PHL,internet_women,0.665,1.019,2022-06
PHL,internet_men,0.64,0.728,2022-06
PHL,mobile_fm_ratio,0.994,0.042,2022-06
PHL,mobile_women,0.742,0.787,2022-06
PHL,mobile_men,0.771,0.089,2022-06
PER,internet_fm_ratio,0.956,0.045,2022-06
PER,internet_women,0.741,1.284,2022-06
PER,internet_men,0.769,0.891,2022-06
PER,mobile_fm_ratio,0.968,0.04,2022-06
PER,mobile_women,0.809,1.163,2022-06
PER,mobile_men,0.8,0.087,2022-06
PAN,internet_fm_ratio,1.008,0.047,2022-06
PAN,internet_women,0.728,3.245,2022-06
PAN,internet_men,0.74,2.144,2022-06
PAN,mobile_fm_ratio,1.012,0.044,2022-06
PAN,mobile_women,0.83,0.428,2022-06
PAN,mobile_men,0.827,0.088,2022-06
PAK,internet_fm_ratio,0.648,0.053,2022-06
PAK,internet_women,0.177,0.652,2022-06
PAK,internet_men,0.361,0.484,2022-06
PAK,mobile_fm_ratio,0.595,0.033,2022-06
PAK,mobile_women,0.563,1.647,2022-06
PAK,mobile_men,0.774,0.072,2022-06
OMN,internet_fm_ratio,0.98,0.055,2022-06
OMN,internet_women,0.982,3.336,2022-06
OMN,internet_men,0.971,2.202,2022-06
OMN,mobile_fm_ratio,0.965,0.041,2022-06
OMN,mobile_women,0.964,2.401,2022-06
OMN,mobile_men,0.969,0.081,2022-06
NZL,internet_fm_ratio,1.007,0.04,2022-06
NZL,internet_women,0.967,4.36,2022-06
NZL,internet_men,0.965,2.848,2022-06
NZL,mobile_fm_ratio,1,0.039,2022-06
NZL,mobile_women,0.908,0.94,2022-06
NZL,mobile_men,0.932,0.09,2022-06
NPL,internet_fm_ratio,0.834,0.043,2022-06
NPL,internet_women,0.576,0.517,2022-06
NPL,internet_men,0.686,0.404,2022-06
NPL,mobile_fm_ratio,0.862,0.04,2022-06
NPL,mobile_women,0.752,0.969,2022-06
NPL,mobile_men,0.87,0.077,2022-06
NOR,internet_fm_ratio,1.007,0.04,2022-06
NOR,internet_women,0.987,6.839,2022-06
NOR,internet_men,0.985,4.427,2022-06
NOR,mobile_fm_ratio,0.993,0.041,2022-06
NOR,mobile_women,0.901,1.537,2022-06
NOR,mobile_men,0.91,0.093,2022-06
NLD,internet_fm_ratio,0.983,0.04,2022-06
NLD,internet_women,0.923,5.679,2022-06
NLD,internet_men,0.935,3.686,2022-06
NLD,mobile_fm_ratio,0.988,0.038,2022-06
NLD,mobile_women,0.894,1.096,2022-06
NLD,mobile_men,0.911,0.089,2022-06
NIC,internet_fm_ratio,0.995,0.045,2022-06
NIC,internet_women,0.564,0.65,2022-06
NIC,internet_men,0.649,0.485,2022-06
NIC,mobile_fm_ratio,1.018,0.04,2022-06
NIC,mobile_women,0.752,1.032,2022-06
NIC,mobile_men,0.829,0.084,2022-06
NGA,internet_fm_ratio,0.627,0.071,2022-06
NGA,internet_women,0.295,0.621,2022-06
NGA,internet_men,0.448,0.475,2022-06
NGA,mobile_fm_ratio,0.793,0.041,2022-06
NGA,mobile_women,0.618,0.821,2022-06
NGA,mobile_men,0.745,0.086,2022-06
NER,internet_fm_ratio,0.445,0.082,2022-06
NER,internet_women,0.147,0.294,2022-06
NER,internet_men,0.319,0.265,2022-06
NER,mobile_fm_ratio,0.669,0.04,2022-06
NER,mobile_women,0.544,1.026,2022-06
NER,mobile_men,0.664,0.07,2022-06
MYS,internet_fm_ratio,0.985,0.042,2022-06
MYS,internet_women,0.967,2.776,2022-06
MYS,internet_men,0.98,1.842,2022-06
MYS,mobile_fm_ratio,0.984,0.039,2022-06
MYS,mobile_women,0.953,1.098,2022-06
MYS,mobile_men,0.972,0.087,2022-06
MWI,internet_fm_ratio,0.509,0.06,2022-06
MWI,internet_women,0.192,0.287,2022-06
MWI,internet_men,0.362,0.263,2022-06
MWI,mobile_fm_ratio,0.732,0.043,2022-06
MWI,mobile_women,0.555,0.791,2022-06
MWI,mobile_men,0.554,0.086,2022-06
MUS,internet_fm_ratio,0.975,0.039,2022-06
MUS,internet_women,0.723,2.379,2022-06
MUS,internet_men,0.734,1.589,2022-06
MUS,mobile_fm_ratio,0.977,0.04,2022-06
MUS,mobile_women,0.836,0.505,2022-06
MUS,mobile_men,0.847,0.088,2022-06
MRT,internet_fm_ratio,0.707,0.064,2022-06
MRT,internet_women,0.428,0.676,2022-06
MRT,internet_men,0.582,0.513,2022-06
MRT,mobile_fm_ratio,0.834,0.04,2022-06
MRT,mobile_women,0.732,1.606,2022-06
MRT,mobile_men,0.816,0.077,2022-06
MOZ,internet_fm_ratio,0.606,0.066,2022-06
MOZ,internet_women,0.136,0.269,2022-06
MOZ,internet_men,0.21,0.249,2022-06
MOZ,mobile_fm_ratio,0.707,0.045,2022-06
MOZ,mobile_women,0.392,0.99,2022-06
MOZ,mobile_men,0.518,0.082,2022-06
MNG,internet_fm_ratio,1.001,0.052,2022-06
MNG,internet_women,0.804,1.15,2022-06
MNG,internet_men,0.824,0.814,2022-06
MNG,mobile_fm_ratio,1.015,0.042,2022-06
MNG,mobile_women,0.87,1.686,2022-06
MNG,mobile_men,0.857,0.097,2022-06
MNE,internet_fm_ratio,0.984,0.041,2022-06
MNE,internet_women,0.871,2.31,2022-06
MNE,internet_men,0.889,1.546,2022-06
MNE,mobile_fm_ratio,0.99,0.039,2022-06
MNE,mobile_women,0.937,1.819,2022-06
MNE,mobile_men,0.944,0.092,2022-06
MMR,internet_fm_ratio,0.911,0.046,2022-06
MMR,internet_women,0.45,0.525,2022-06
MMR,internet_men,0.505,0.414,2022-06
MMR,mobile_fm_ratio,0.954,0.041,2022-06
MMR,mobile_women,0.658,1.628,2022-06
MMR,mobile_men,0.717,0.087,2022-06
MLT,internet_fm_ratio,0.994,0.036,2022-06
MLT,internet_women,0.916,4.435,2022-06
MLT,internet_men,0.922,2.896,2022-06
MLT,mobile_fm_ratio,0.986,0.04,2022-06
MLT,mobile_women,0.928,0.422,2022-06
MLT,mobile_men,0.938,0.088,2022-06
MLI,internet_fm_ratio,0.479,0.075,2022-06
MLI,internet_women,0.203,0.36,2022-06
MLI,internet_men,0.372,0.306,2022-06
MLI,mobile_fm_ratio,0.673,0.04,2022-06
MLI,mobile_women,0.575,1.382,2022-06
MLI,mobile_men,0.81,0.072,2022-06
MKD,internet_fm_ratio,0.961,0.04,2022-06
MKD,internet_women,0.817,1.715,2022-06
MKD,internet_men,0.845,1.167,2022-06
MKD,mobile_fm_ratio,0.977,0.039,2022-06
MKD,mobile_women,0.911,1.625,2022-06
MKD,mobile_men,0.936,0.088,2022-06
MHL,internet_fm_ratio,1.011,0.05,2022-06
MHL,internet_women,0.613,0.806,2022-06
MHL,internet_men,0.632,0.593,2022-06
MHL,mobile_fm_ratio,0.966,0.042,2022-06
MHL,mobile_women,0.776,0.96,2022-06
MHL,mobile_men,0.802,0.085,2022-06
MEX,internet_fm_ratio,0.986,0.042,2022-06
MEX,internet_women,0.777,1.984,2022-06
MEX,internet_men,0.788,1.339,2022-06
MEX,mobile_fm_ratio,0.983,0.041,2022-06
MEX,mobile_women,0.794,0.699,2022-06
MEX,mobile_men,0.799,0.086,2022-06
MDV,internet_fm_ratio,1.17,0.043,2022-06
MDV,internet_women,0.921,1.966,2022-06
MDV,internet_men,0.789,1.335,2022-06
MDV,mobile_fm_ratio,0.986,0.041,2022-06
MDV,mobile_women,0.926,1.644,2022-06
MDV,mobile_men,0.942,0.085,2022-06
MDG,internet_fm_ratio,0.745,0.06,2022-06
MDG,internet_women,0.203,0.291,2022-06
MDG,internet_men,0.213,0.267,2022-06
MDG,mobile_fm_ratio,0.814,0.045,2022-06
MDG,mobile_women,0.424,0.67,2022-06
MDG,mobile_men,0.547,0.087,2022-06
MDA,internet_fm_ratio,0.998,0.042,2022-06
MDA,internet_women,0.773,1.384,2022-06
MDA,internet_men,0.773,0.958,2022-06
MDA,mobile_fm_ratio,1.005,0.041,2022-06
MDA,mobile_women,0.862,1.102,2022-06
MDA,mobile_men,0.845,0.103,2022-06
MAR,internet_fm_ratio,0.904,0.044,2022-06
MAR,internet_women,0.845,0.898,2022-06
MAR,internet_men,0.879,0.644,2022-06
MAR,mobile_fm_ratio,0.942,0.035,2022-06
MAR,mobile_women,0.841,1.932,2022-06
MAR,mobile_men,0.905,0.075,2022-06
LVA,internet_fm_ratio,1.017,0.04,2022-06
LVA,internet_women,0.919,3.238,2022-06
LVA,internet_men,0.899,2.137,2022-06
LVA,mobile_fm_ratio,1.003,0.04,2022-06
LVA,mobile_women,0.936,1.342,2022-06
LVA,mobile_men,0.927,0.098,2022-06
LUX,internet_fm_ratio,1.013,0.037,2022-06
LUX,internet_women,0.974,7.738,2022-06
LUX,internet_men,0.981,4.992,2022-06
LUX,mobile_fm_ratio,1.002,0.038,2022-06
LUX,mobile_women,0.935,1.009,2022-06
LUX,mobile_men,0.949,0.089,2022-06
LTU,internet_fm_ratio,1.015,0.038,2022-06
LTU,internet_women,0.882,3.822,2022-06
LTU,internet_men,0.869,2.507,2022-06
LTU,mobile_fm_ratio,1.004,0.04,2022-06
LTU,mobile_women,0.952,1.757,2022-06
LTU,mobile_men,0.953,0.099,2022-06
LSO,internet_fm_ratio,1.075,0.053,2022-06
LSO,internet_women,0.473,0.405,2022-06
LSO,internet_men,0.49,0.338,2022-06
LSO,mobile_fm_ratio,1.018,0.044,2022-06
LSO,mobile_women,0.795,0.675,2022-06
LSO,mobile_men,0.772,0.087,2022-06
LKA,internet_fm_ratio,0.918,0.044,2022-06
LKA,internet_women,0.521,1.284,2022-06
LKA,internet_men,0.566,0.895,2022-06
LKA,mobile_fm_ratio,0.983,0.039,2022-06
LKA,mobile_women,0.864,1.492,2022-06
LKA,mobile_men,0.915,0.097,2022-06
LIE,internet_fm_ratio,0.974,0.036,2022-06
LIE,internet_women,0.959,14.336,2022-06
LIE,internet_men,0.96,9.179,2022-06
LIE,mobile_fm_ratio,0.993,0.033,2022-06
LIE,mobile_women,0.946,1.378,2022-06
LIE,mobile_men,0.946,0.086,2022-06
LCA,internet_fm_ratio,1.047,0.039,2022-06
LCA,internet_women,0.737,1.56,2022-06
LCA,internet_men,0.768,1.071,2022-06
LCA,mobile_fm_ratio,1.021,0.042,2022-06
LCA,mobile_women,0.883,0.865,2022-06
LCA,mobile_men,0.846,0.091,2022-06
LBY,internet_fm_ratio,0.887,0.048,2022-06
LBY,internet_women,0.548,2.057,2022-06
LBY,internet_men,0.584,1.388,2022-06
LBY,mobile_fm_ratio,0.902,0.04,2022-06
LBY,mobile_women,0.84,1.556,2022-06
LBY,mobile_men,0.849,0.086,2022-06
LBR,internet_fm_ratio,0.608,0.06,2022-06
LBR,internet_women,0.307,0.273,2022-06
LBR,internet_men,0.375,0.25,2022-06
LBR,mobile_fm_ratio,0.816,0.043,2022-06
LBR,mobile_women,0.617,0.689,2022-06
LBR,mobile_men,0.702,0.084,2022-06
LBN,internet_fm_ratio,0.931,0.045,2022-06
LBN,internet_women,0.844,1.332,2022-06
LBN,internet_men,0.854,0.929,2022-06
LBN,mobile_fm_ratio,0.982,0.041,2022-06
LBN,mobile_women,0.903,2.125,2022-06
LBN,mobile_men,0.911,0.158,2022-06
LAO,internet_fm_ratio,0.877,0.046,2022-06
LAO,internet_women,0.488,0.878,2022-06
LAO,internet_men,0.624,0.631,2022-06
LAO,mobile_fm_ratio,0.9,0.041,2022-06
LAO,mobile_women,0.716,1.256,2022-06
LAO,mobile_men,0.805,0.094,2022-06
KWT,internet_fm_ratio,1.009,0.052,2022-06
KWT,internet_women,0.991,5.656,2022-06
KWT,internet_men,0.991,3.69,2022-06
KWT,mobile_fm_ratio,1.001,0.047,2022-06
KWT,mobile_women,0.988,2.504,2022-06
KWT,mobile_men,0.986,0.092,2022-06
KOR,internet_fm_ratio,0.986,0.03,2022-06
KOR,internet_women,0.968,4.568,2022-06
KOR,internet_men,0.975,2.972,2022-06
KOR,mobile_fm_ratio,0.98,0.035,2022-06
KOR,mobile_women,0.96,2.144,2022-06
KOR,mobile_men,0.976,0.083,2022-06
KIR,internet_fm_ratio,0.999,0.055,2022-06
KIR,internet_women,0.558,0.484,2022-06
KIR,internet_men,0.581,0.392,2022-06
KIR,mobile_fm_ratio,0.952,0.042,2022-06
KIR,mobile_women,0.648,0.959,2022-06
KIR,mobile_men,0.653,0.082,2022-06
KHM,internet_fm_ratio,0.882,0.045,2022-06
KHM,internet_women,0.575,0.542,2022-06
KHM,internet_men,0.706,0.415,2022-06
KHM,mobile_fm_ratio,0.919,0.038,2022-06
KHM,mobile_women,0.787,1.57,2022-06
KHM,mobile_men,0.828,0.083,2022-06
KGZ,internet_fm_ratio,0.97,0.051,2022-06
KGZ,internet_women,0.709,0.6,2022-06
KGZ,internet_men,0.809,0.46,2022-06
KGZ,mobile_fm_ratio,0.997,0.039,2022-06
KGZ,mobile_women,0.772,1.464,2022-06
KGZ,mobile_men,0.808,0.09,2022-06
KEN,internet_fm_ratio,0.825,0.055,2022-06
KEN,internet_women,0.412,0.607,2022-06
KEN,internet_men,0.524,0.464,2022-06
KEN,mobile_fm_ratio,0.971,0.041,2022-06
KEN,mobile_women,0.718,0.831,2022-06
KEN,mobile_men,0.787,0.086,2022-06
KAZ,internet_fm_ratio,0.992,0.055,2022-06
KAZ,internet_women,0.921,2.334,2022-06
KAZ,internet_men,0.927,1.564,2022-06
KAZ,mobile_fm_ratio,1.027,0.039,2022-06
KAZ,mobile_women,0.935,1.215,2022-06
KAZ,mobile_men,0.9,0.094,2022-06
JPN,internet_fm_ratio,0.959,0.035,2022-06
JPN,internet_women,0.834,4.347,2022-06
JPN,internet_men,0.864,2.835,2022-06
JPN,mobile_fm_ratio,0.988,0.036,2022-06
JPN,mobile_women,0.925,0.858,2022-06
JPN,mobile_men,0.933,0.082,2022-06
JOR,internet_fm_ratio,0.943,0.05,2022-06
JOR,internet_women,0.836,1.04,2022-06
JOR,internet_men,0.871,0.74,2022-06
JOR,mobile_fm_ratio,0.985,0.038,2022-06
JOR,mobile_women,0.861,2.307,2022-06
JOR,mobile_men,0.885,0.079,2022-06
JAM,internet_fm_ratio,1.04,0.041,2022-06
JAM,internet_women,0.819,1.073,2022-06
JAM,internet_men,0.8,0.767,2022-06
JAM,mobile_fm_ratio,1.013,0.046,2022-06
JAM,mobile_women,0.858,0.876,2022-06
JAM,mobile_men,0.839,0.1,2022-06
ITA,internet_fm_ratio,0.981,0.037,2022-06
ITA,internet_women,0.849,4.415,2022-06
ITA,internet_men,0.861,2.882,2022-06
ITA,mobile_fm_ratio,0.989,0.038,2022-06
ITA,mobile_women,0.947,1.267,2022-06
ITA,mobile_men,0.954,0.087,2022-06
ISR,internet_fm_ratio,0.996,0.053,2022-06
ISR,internet_women,0.905,4.373,2022-06
ISR,internet_men,0.903,2.862,2022-06
ISR,mobile_fm_ratio,0.993,0.039,2022-06
ISR,mobile_women,0.957,2.913,2022-06
ISR,mobile_men,0.953,0.089,2022-06
ISL,internet_fm_ratio,1.01,0.044,2022-06
ISL,internet_women,0.99,5.441,2022-06
ISL,internet_men,0.99,3.542,2022-06
ISL,mobile_fm_ratio,0.992,0.042,2022-06
ISL,mobile_women,0.895,1.403,2022-06
ISL,mobile_men,0.903,0.095,2022-06
IRQ,internet_fm_ratio,0.841,0.054,2022-06
IRQ,internet_women,0.697,1.018,2022-06
IRQ,internet_men,0.804,0.719,2022-06
IRQ,mobile_fm_ratio,0.817,0.034,2022-06
IRQ,mobile_women,0.657,1.732,2022-06
IRQ,mobile_men,0.756,0.065,2022-06
IRL,internet_fm_ratio,1.011,0.041,2022-06
IRL,internet_women,0.963,8.609,2022-06
IRL,internet_men,0.937,5.549,2022-06
IRL,mobile_fm_ratio,1.003,0.038,2022-06
IRL,mobile_women,0.917,0.65,2022-06
IRL,mobile_men,0.922,0.091,2022-06
IND,internet_fm_ratio,0.8,0.042,2022-06
IND,internet_women,0.417,0.798,2022-06
IND,internet_men,0.564,0.581,2022-06
IND,mobile_fm_ratio,0.83,0.035,2022-06
IND,mobile_women,0.685,1.207,2022-06
IND,mobile_men,0.877,0.072,2022-06
IDN,internet_fm_ratio,0.932,0.044,2022-06
IDN,internet_women,0.694,1.296,2022-06
IDN,internet_men,0.738,0.899,2022-06
IDN,mobile_fm_ratio,0.896,0.039,2022-06
IDN,mobile_women,0.695,0.784,2022-06
IDN,mobile_men,0.759,0.084,2022-06
HUN,internet_fm_ratio,1.006,0.039,2022-06
HUN,internet_women,0.903,3.44,2022-06
HUN,internet_men,0.889,2.262,2022-06
HUN,mobile_fm_ratio,1.007,0.039,2022-06
HUN,mobile_women,0.946,1.266,2022-06
HUN,mobile_men,0.909,0.093,2022-06
HTI,internet_fm_ratio,0.768,0.05,2022-06
HTI,internet_women,0.419,0.404,2022-06
HTI,internet_men,0.478,0.333,2022-06
HTI,mobile_fm_ratio,0.882,0.04,2022-06
HTI,mobile_women,0.633,0.242,2022-06
HTI,mobile_men,0.72,0.094,2022-06
HRV,internet_fm_ratio,0.973,0.041,2022-06
HRV,internet_women,0.817,3.46,2022-06
HRV,internet_men,0.842,2.28,2022-06
HRV,mobile_fm_ratio,1.001,0.041,2022-06
HRV,mobile_women,0.952,1.719,2022-06
HRV,mobile_men,0.958,0.091,2022-06
HND,internet_fm_ratio,1.017,0.048,2022-06
HND,internet_women,0.485,0.647,2022-06
HND,internet_men,0.548,0.491,2022-06
HND,mobile_fm_ratio,0.987,0.043,2022-06
HND,mobile_women,0.702,0.949,2022-06
HND,mobile_men,0.801,0.088,2022-06
GUY,internet_fm_ratio,0.986,0.047,2022-06
GUY,internet_women,0.788,3.605,2022-06
GUY,internet_men,0.801,2.37,2022-06
GUY,mobile_fm_ratio,1.004,0.042,2022-06
GUY,mobile_women,0.856,0.844,2022-06
GUY,mobile_men,0.832,0.089,2022-06
GTM,internet_fm_ratio,0.924,0.045,2022-06
GTM,internet_women,0.534,0.999,2022-06
GTM,internet_men,0.59,0.708,2022-06
GTM,mobile_fm_ratio,0.929,0.039,2022-06
GTM,mobile_women,0.713,0.615,2022-06
GTM,mobile_men,0.755,0.08,2022-06
GRD,internet_fm_ratio,0.988,0.044,2022-06
GRD,internet_women,0.791,1.448,2022-06
GRD,internet_men,0.791,0.999,2022-06
GRD,mobile_fm_ratio,1.024,0.041,2022-06
GRD,mobile_women,0.893,0.86,2022-06
GRD,mobile_men,0.854,0.087,2022-06
GRC,internet_fm_ratio,0.983,0.037,2022-06
GRC,internet_women,0.83,3.161,2022-06
GRC,internet_men,0.851,2.082,2022-06
GRC,mobile_fm_ratio,0.996,0.038,2022-06
GRC,mobile_women,0.942,2.352,2022-06
GRC,mobile_men,0.964,0.088,2022-06
GNQ,internet_fm_ratio,0.642,0.063,2022-06
GNQ,internet_women,0.427,1.184,2022-06
GNQ,internet_men,0.488,0.832,2022-06
GNQ,mobile_fm_ratio,0.771,0.044,2022-06
GNQ,mobile_women,0.698,1.194,2022-06
GNQ,mobile_men,0.75,0.081,2022-06
GNB,internet_fm_ratio,0.594,0.058,2022-06
GNB,internet_women,0.326,0.322,2022-06
GNB,internet_men,0.394,0.278,2022-06
GNB,mobile_fm_ratio,0.803,0.038,2022-06
GNB,mobile_women,0.62,1.41,2022-06
GNB,mobile_men,0.761,0.078,2022-06
GMB,internet_fm_ratio,0.692,0.071,2022-06
GMB,internet_women,0.447,0.381,2022-06
GMB,internet_men,0.597,0.339,2022-06
GMB,mobile_fm_ratio,0.865,0.046,2022-06
GMB,mobile_women,0.703,0.778,2022-06
GMB,mobile_men,0.806,0.088,2022-06
GIN,internet_fm_ratio,0.581,0.06,2022-06
GIN,internet_women,0.296,0.37,2022-06
GIN,internet_men,0.457,0.304,2022-06
GIN,mobile_fm_ratio,0.793,0.037,2022-06
GIN,mobile_women,0.648,0.963,2022-06
GIN,mobile_men,0.816,0.073,2022-06
GHA,internet_fm_ratio,0.721,0.056,2022-06
GHA,internet_women,0.471,0.664,2022-06
GHA,internet_men,0.62,0.5,2022-06
GHA,mobile_fm_ratio,0.911,0.04,2022-06
GHA,mobile_women,0.76,0.64,2022-06
GHA,mobile_men,0.831,0.094,2022-06
GEO,internet_fm_ratio,0.999,0.043,2022-06
GEO,internet_women,0.791,1.676,2022-06
GEO,internet_men,0.792,1.141,2022-06
GEO,mobile_fm_ratio,0.982,0.039,2022-06
GEO,mobile_women,0.895,1.575,2022-06
GEO,mobile_men,0.898,0.091,2022-06
GBR,internet_fm_ratio,1.004,0.04,2022-06
GBR,internet_women,0.963,4.647,2022-06
GBR,internet_men,0.978,3.032,2022-06
GBR,mobile_fm_ratio,0.995,0.04,2022-06
GBR,mobile_women,0.944,1.256,2022-06
GBR,mobile_men,0.94,0.091,2022-06
GAB,internet_fm_ratio,0.924,0.057,2022-06
GAB,internet_women,0.631,1.232,2022-06
GAB,internet_men,0.709,0.863,2022-06
GAB,mobile_fm_ratio,0.994,0.043,2022-06
GAB,mobile_women,0.839,1.432,2022-06
GAB,mobile_men,0.841,0.085,2022-06
FSM,internet_fm_ratio,1.016,0.049,2022-06
FSM,internet_women,0.604,0.494,2022-06
FSM,internet_men,0.623,0.391,2022-06
FSM,mobile_fm_ratio,0.977,0.039,2022-06
FSM,mobile_women,0.754,0.955,2022-06
FSM,mobile_men,0.78,0.084,2022-06
FRA,internet_fm_ratio,0.99,0.042,2022-06
FRA,internet_women,0.857,4.723,2022-06
FRA,internet_men,0.859,3.079,2022-06
FRA,mobile_fm_ratio,0.99,0.039,2022-06
FRA,mobile_women,0.947,1.339,2022-06
FRA,mobile_men,0.954,0.089,2022-06
FJI,internet_fm_ratio,0.975,0.048,2022-06
FJI,internet_women,0.823,1.227,2022-06
FJI,internet_men,0.845,0.86,2022-06
FJI,mobile_fm_ratio,0.973,0.04,2022-06
FJI,mobile_women,0.816,1.036,2022-06
FJI,mobile_men,0.848,0.084,2022-06
FIN,internet_fm_ratio,1.006,0.04,2022-06
FIN,internet_women,0.933,4.931,2022-06
FIN,internet_men,0.933,3.214,2022-06
FIN,mobile_fm_ratio,1,0.041,2022-06
FIN,mobile_women,0.935,1.797,2022-06
FIN,mobile_men,0.933,0.093,2022-06
ETH,internet_fm_ratio,0.605,0.063,2022-06
ETH,internet_women,0.135,0.385,2022-06
ETH,internet_men,0.195,0.329,2022-06
ETH,mobile_fm_ratio,0.584,0.042,2022-06
ETH,mobile_women,0.388,0.825,2022-06
ETH,mobile_men,0.663,0.091,2022-06
EST,internet_fm_ratio,1.017,0.041,2022-06
EST,internet_women,0.918,3.733,2022-06
EST,internet_men,0.899,2.453,2022-06
EST,mobile_fm_ratio,1.003,0.041,2022-06
EST,mobile_women,0.959,1.716,2022-06
EST,mobile_men,0.948,0.099,2022-06
ESP,internet_fm_ratio,0.998,0.037,2022-06
ESP,internet_women,0.949,4.004,2022-06
ESP,internet_men,0.942,2.622,2022-06
ESP,mobile_fm_ratio,1.003,0.04,2022-06
ESP,mobile_women,0.932,1.158,2022-06
ESP,mobile_men,0.95,0.092,2022-06
ERI,internet_fm_ratio,0.518,0.057,2022-06
ERI,internet_women,0.153,0.325,2022-06
ERI,internet_men,0.34,0.279,2022-06
ERI,mobile_fm_ratio,0.665,0.037,2022-06
ERI,mobile_women,0.562,1.057,2022-06
ERI,mobile_men,0.669,0.078,2022-06
EGY,internet_fm_ratio,0.844,0.051,2022-06
EGY,internet_women,0.673,1.333,2022-06
EGY,internet_men,0.793,0.923,2022-06
EGY,mobile_fm_ratio,0.935,0.037,2022-06
EGY,mobile_women,0.912,1.627,2022-06
EGY,mobile_men,0.915,0.078,2022-06
ECU,internet_fm_ratio,0.994,0.044,2022-06
ECU,internet_women,0.726,1.168,2022-06
ECU,internet_men,0.728,0.819,2022-06
ECU,mobile_fm_ratio,0.989,0.042,2022-06
ECU,mobile_women,0.684,1.15,2022-06
ECU,mobile_men,0.692,0.087,2022-06
DZA,internet_fm_ratio,0.89,0.052,2022-06
DZA,internet_women,0.682,1.21,2022-06
DZA,internet_men,0.766,0.852,2022-06
DZA,mobile_fm_ratio,0.924,0.038,2022-06
DZA,mobile_women,0.815,2.062,2022-06
DZA,mobile_men,0.894,0.076,2022-06
DOM,internet_fm_ratio,1.016,0.05,2022-06
DOM,internet_women,0.833,1.956,2022-06
DOM,internet_men,0.821,1.331,2022-06
DOM,mobile_fm_ratio,1.006,0.047,2022-06
DOM,mobile_women,0.791,0.748,2022-06
DOM,mobile_men,0.795,0.095,2022-06
DNK,internet_fm_ratio,1.008,0.041,2022-06
DNK,internet_women,0.98,6.143,2022-06
DNK,internet_men,0.977,3.983,2022-06
DNK,mobile_fm_ratio,0.996,0.039,2022-06
DNK,mobile_women,0.896,1.283,2022-06
DNK,mobile_men,0.906,0.091,2022-06
DJI,internet_fm_ratio,0.754,0.05,2022-06
DJI,internet_women,0.429,0.609,2022-06
DJI,internet_men,0.608,0.466,2022-06
DJI,mobile_fm_ratio,0.721,0.039,2022-06
DJI,mobile_women,0.631,1.067,2022-06
DJI,mobile_men,0.741,0.08,2022-06
DEU,internet_fm_ratio,0.982,0.038,2022-06
DEU,internet_women,0.913,5.487,2022-06
DEU,internet_men,0.928,3.561,2022-06
DEU,mobile_fm_ratio,0.983,0.037,2022-06
DEU,mobile_women,0.924,1.03,2022-06
DEU,mobile_men,0.935,0.087,2022-06
CZE,internet_fm_ratio,0.964,0.042,2022-06
CZE,internet_women,0.834,4.003,2022-06
CZE,internet_men,0.867,2.623,2022-06
CZE,mobile_fm_ratio,0.995,0.039,2022-06
CZE,mobile_women,0.958,1.208,2022-06
CZE,mobile_men,0.964,0.091,2022-06
CYP,internet_fm_ratio,1.025,0.037,2022-06
CYP,internet_women,0.905,4.014,2022-06
CYP,internet_men,0.887,2.626,2022-06
CYP,mobile_fm_ratio,1.004,0.039,2022-06
CYP,mobile_women,0.966,2.17,2022-06
CYP,mobile_men,0.953,0.089,2022-06
CRI,internet_fm_ratio,1.009,0.04,2022-06
CRI,internet_women,0.825,2.089,2022-06
CRI,internet_men,0.818,1.405,2022-06
CRI,mobile_fm_ratio,1.012,0.041,2022-06
CRI,mobile_women,0.88,0.229,2022-06
CRI,mobile_men,0.828,0.09,2022-06
CPV,internet_fm_ratio,0.97,0.042,2022-06
CPV,internet_women,0.645,0.864,2022-06
CPV,internet_men,0.71,0.625,2022-06
CPV,mobile_fm_ratio,0.989,0.042,2022-06
CPV,mobile_women,0.752,0.523,2022-06
CPV,mobile_men,0.787,0.09,2022-06
COM,internet_fm_ratio,0.691,0.061,2022-06
COM,internet_women,0.412,0.47,2022-06
COM,internet_men,0.551,0.382,2022-06
COM,mobile_fm_ratio,0.893,0.041,2022-06
COM,mobile_women,0.688,1.071,2022-06
COM,mobile_men,0.774,0.084,2022-06
COL,internet_fm_ratio,1.017,0.041,2022-06
COL,internet_women,0.748,1.58,2022-06
COL,internet_men,0.736,1.079,2022-06
COL,mobile_fm_ratio,1.021,0.041,2022-06
COL,mobile_women,0.797,1.322,2022-06
COL,mobile_men,0.772,0.089,2022-06
COG,internet_fm_ratio,0.717,0.064,2022-06
COG,internet_women,0.199,0.442,2022-06
COG,internet_men,0.262,0.368,2022-06
COG,mobile_fm_ratio,0.898,0.045,2022-06
COG,mobile_women,0.47,1.747,2022-06
COG,mobile_men,0.696,0.08,2022-06
COD,internet_fm_ratio,0.509,0.079,2022-06
COD,internet_women,0.177,0.28,2022-06
COD,internet_men,0.335,0.265,2022-06
COD,mobile_fm_ratio,0.759,0.042,2022-06
COD,mobile_women,0.542,0.679,2022-06
COD,mobile_men,0.555,0.081,2022-06
CMR,internet_fm_ratio,0.698,0.063,2022-06
CMR,internet_women,0.342,0.503,2022-06
